sha256	copies	size_each	path
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	leaf-litter/pdc-forest-language/design/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	leaf-litter/pdc-forest-language/entries/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	leaf-litter/pdc-forest-language/governance/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	leaf-litter/pdc-forest-language/language/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	leaf-litter/pdc-forest-language/specifications/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	leaf-litter/pdc-forest-language/templates/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/.github/ISSUE_TEMPLATE/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/.github/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/.github/workflows/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/CODE_OF_CONDUCT.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/CONTRIBUTING.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/LICENSE
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/SECURITY.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/assets/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/constitution/PDC-CONSTITUTION.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/constitution/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/deployments/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/deployments/earth/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/deployments/plantings/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/deployments/sprouts/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/components/FOREST-GUIDE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/components/FOREST-SIGNATURE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/components/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/components/SEASON-METADATA.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/components/TRIPLE-IDENTITY.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/examples/ADR-EXAMPLE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/examples/ICR-EXAMPLE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/examples/PR-EXAMPLE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/examples/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/language/PDC-DOC-STYLE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/design/language/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/docs/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/docs/architecture/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/docs/forest/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/docs/glossary/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/docs/onboarding/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/docs/research/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/docs/roadmap/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/index/path-index.yaml
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/index/pdc-index.yaml
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/index/relationship-index.yam
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/index/uuid-index.yaml
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/relationships/RELATIONSHIP-SPEC.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/relationships/relationship-types.yaml
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/schemas/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/schemas/relationship.schema.json
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/schemas/tree.schema.json
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/schemas/universal-record.schema.json
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/specifications/ADR-SPEC.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/specifications/BPR-SPEC.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/specifications/ICR-SPEC.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/specifications/MRR-SPEC.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/specifications/NCR-SPEC.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/specifications/OPR-SPEC.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/specifications/PDC-DOC-SPEC.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/specifications/PR-SPEC.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/specifications/RCR-SPEC.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/specifications/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/specifications/SCR-SPEC.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/standards/PDC-STD-0001-Markdown.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/standards/PDC-STD-0002-Metadata.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/standards/PDC-STD-0003-Identifier.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/standards/PDC-STD-0004-CrossReferences.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/standards/PDC-STD-0005-Versioning.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/standards/PDC-STD-0006-RepositoryLayout.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/standards/PDC-STD-0007-DocumentDesign.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/standards/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/validation/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/validation/rules/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/governance/validation/tests/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/consensus/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/growth/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/identity/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/memory/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/mycelium/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/object-graph/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/reasoning/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/registry/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/roots/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/roots/root-map.yaml
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/streams/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/heart/validation/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/leaf-litter/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/leaf-litter/broken/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/leaf-litter/discarded/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/leaf-litter/failed-experiments/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/leaf-litter/superseded/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/meta/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/meta/changelog/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/meta/growth-rings/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/meta/migrations/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/meta/releases/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/meta/seasons/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/architecture/ADR-0001-Governance-First-Development.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/architecture/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/bugs/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/infrastructure/ICR-0001-GoDaddy-To-Proton-Migration.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/infrastructure/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/memory/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/networking/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/operations/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/principles/PR-0001-Human-Centered-Engineering.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/principles/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/requests/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/records/security/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/constitution/CONSTITUTION-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/records/architecture/ADR-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/records/bugs/BPR-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/records/infrastructure/ICR-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/records/memory/MRR-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/records/networking/NCR-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/records/operations/OPR-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/records/principles/PR-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/records/requests/RCR-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/records/security/SCR-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/specifications/SPECIFICATION-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/standards/STANDARD-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/universal/PDC-UNIVERSAL-RECORD-TEMPLATE.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/templates/universal/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/TREE.yaml
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/bark/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/bark/api/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/bark/desktop/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/bark/mobile/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/bark/terminal/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/bark/voice/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/bark/web/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/branches/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/branches/conversation/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/branches/education/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/branches/governance/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/branches/organization/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/branches/planning/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/branches/research/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/capabilities/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/configuration/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/grain/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/grain/grain.yaml
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/learning/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/memory/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/models/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/prompts/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/reasoning/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/reasoning/ambiguity/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/reasoning/confidence/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/reasoning/reasoning-profile.yaml
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/reasoning/self-correction/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/tests/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/cherry/tools/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/TREE.yaml
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/bark/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/bark/api/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/bark/desktop/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/bark/mobile/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/bark/terminal/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/bark/voice/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/bark/web/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/branches/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/branches/architecture/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/branches/automation/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/branches/coding/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/branches/debugging/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/branches/image-generation/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/branches/repositories/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/branches/video-editing/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/branches/video-generation/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/capabilities/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/configuration/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/grain/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/grain/grain.yaml
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/learning/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/memory/README.md
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	278	0	project-digital-cross/trees/maple/models/README.md
